model_name,timestamp,mae_cv,rmse_cv,r2_cv,params_bootstrap,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators
RandomForest,2025-11-16T21:21:20.964828,4221.064362709838,5671.109458854423,0.24894762329892287,True,19,,9,9,380
RandomForest,2025-11-16T21:21:20.964828,3873.5030056218266,5193.829546908729,0.39804684004207014,False,12,sqrt,7,13,279
RandomForest,2025-11-16T21:21:20.964828,5290.720948078745,6738.389338038556,-0.11347169989522525,False,24,,3,5,129
RandomForest,2025-11-16T21:21:20.964828,4219.452803123573,5653.077616490387,0.2586694566436667,True,40,log2,10,5,409
RandomForest,2025-11-16T21:21:20.964828,4938.692231707673,6498.06786604921,-0.011132635623068899,False,40,,10,17,312
RandomForest,2025-11-16T21:21:20.964828,3865.329106350596,5185.250706187371,0.40041384351652975,False,38,log2,7,8,574
RandomForest,2025-11-16T21:21:20.964828,3961.975973779676,5299.357747184132,0.36616924207880547,True,19,log2,4,10,244
RandomForest,2025-11-16T21:21:20.964828,5012.867244917907,6526.315398827146,-0.022463951548453355,False,6,,4,7,564
RandomForest,2025-11-16T21:21:20.964828,4230.373594253384,5687.115753159375,0.243603228749879,True,20,,9,8,199
RandomForest,2025-11-16T21:21:20.964828,4129.388823826592,5476.852099687303,0.30960008601371125,True,32,sqrt,3,4,523
RandomForest,2025-11-16T21:21:20.964828,4108.414576145012,5477.1187774144955,0.301279974157593,False,30,log2,1,20,467
RandomForest,2025-11-16T21:21:20.964828,3883.2102123767263,5199.173538735959,0.3956959623335886,False,9,sqrt,7,14,283
RandomForest,2025-11-16T21:21:20.964828,3866.532787810366,5185.807440346672,0.4002710108910919,False,13,sqrt,7,14,594
RandomForest,2025-11-16T21:21:20.964828,3923.617708767859,5231.629450774404,0.3852597984686583,False,13,sqrt,6,14,595
RandomForest,2025-11-16T21:21:20.964828,3862.169494888006,5182.903551596355,0.40134451678064387,False,28,log2,7,2,488
RandomForest,2025-11-16T21:21:20.964828,3927.9964181463256,5302.373628725703,0.37014127630301336,False,33,log2,8,2,479
RandomForest,2025-11-16T21:21:20.964828,3982.1963992637056,5304.28732624485,0.3643483964891748,False,27,log2,5,2,440
RandomForest,2025-11-16T21:21:20.964828,3923.6565850427055,5232.984962504305,0.3843349924910854,False,36,log2,6,7,521
RandomForest,2025-11-16T21:21:20.964828,3926.720654246379,5301.4680812247725,0.3704415322317862,False,35,log2,8,11,525
RandomForest,2025-11-16T21:21:20.964828,3984.0245475815636,5305.236528739573,0.36344883359318325,False,28,log2,5,4,361
RandomForest,2025-11-16T21:21:20.964828,3921.1590393756114,5293.013130380032,0.37267244146576706,False,25,log2,8,6,437
RandomForest,2025-11-16T21:21:20.964828,3849.0302579266454,5167.869577267855,0.40441831030387243,False,15,sqrt,7,17,596
RandomForest,2025-11-16T21:21:20.964828,3909.660584841472,5218.692645299298,0.3877745511357058,False,21,sqrt,6,20,537
RandomForest,2025-11-16T21:21:20.964828,3847.1270851491527,5165.946828633276,0.40487865795269096,False,16,log2,7,17,600
RandomForest,2025-11-16T21:21:20.964828,4012.009621310955,5408.290624738585,0.3397260477144431,False,17,sqrt,9,17,487
RandomForest,2025-11-16T21:21:20.964828,3923.263243185862,5294.220047511931,0.37311109068197357,False,16,log2,8,18,553
RandomForest,2025-11-16T21:21:20.964828,4055.0766514713077,5444.752835756823,0.32717201936839,True,16,sqrt,6,16,600
RandomForest,2025-11-16T21:21:20.964828,3988.349489606456,5312.065923544811,0.3626311728782537,False,10,log2,5,12,496
RandomForest,2025-11-16T21:21:20.964828,3858.090134762983,5177.168283729799,0.40136931156508815,False,23,log2,7,16,556
RandomForest,2025-11-16T21:21:20.964828,4186.934144733966,5624.628720606326,0.26811164585880254,True,23,sqrt,9,16,398
RandomForest,2025-11-16T21:21:20.964828,4950.8241555881195,6458.955471520226,-0.01166943968498515,False,6,,8,19,563
RandomForest,2025-11-16T21:21:20.964828,3857.3278266878588,5176.0451724264185,0.4017509575809403,False,26,log2,7,16,551
RandomForest,2025-11-16T21:21:20.964828,3868.3418907872683,5188.1775211461445,0.3987357752881885,False,22,log2,7,15,557
RandomForest,2025-11-16T21:21:20.964828,3917.0262030612066,5230.244690008747,0.3855800812247675,False,18,log2,6,18,520
RandomForest,2025-11-16T21:21:20.964828,3855.3601595874197,5174.95404048548,0.4020148073013045,False,26,log2,7,16,600
RandomForest,2025-11-16T21:21:20.964828,3928.7128868035134,5311.48738277333,0.36972501398928526,False,26,log2,8,18,127
RandomForest,2025-11-16T21:21:20.964828,4643.614628684198,6011.205271142682,0.1348549056924032,False,15,,6,13,583
RandomForest,2025-11-16T21:21:20.964828,4221.693810551042,5656.466251827685,0.25740417852192954,True,30,log2,10,17,437
RandomForest,2025-11-16T21:21:20.964828,3863.2157963539657,5181.810714796433,0.3996931087360486,False,11,sqrt,7,15,330
RandomForest,2025-11-16T21:21:20.964828,4113.206837067527,5456.288388372779,0.3117394022350487,False,20,log2,4,19,194
RandomForest,2025-11-16T21:21:20.964828,4241.9424731341005,5691.853864239145,0.24098610410296956,True,8,,9,12,576
RandomForest,2025-11-16T21:21:20.964828,3858.448444917871,5176.281749420972,0.40159109764377376,False,24,log2,7,16,545
RandomForest,2025-11-16T21:21:20.964828,3865.4141680818548,5186.000866576724,0.3994766160200607,False,23,log2,7,15,600
RandomForest,2025-11-16T21:21:20.964828,3852.2217783371116,5169.837570025398,0.4038054452882266,False,19,log2,7,17,508
RandomForest,2025-11-16T21:21:20.964828,3930.212046130796,5302.044794907591,0.37094159247048025,False,14,log2,8,19,504
RandomForest,2025-11-16T21:21:20.964828,4137.7348165049525,5488.892555880186,0.29927632009669325,False,19,log2,1,17,567
RandomForest,2025-11-16T21:21:20.964828,4027.7200930835593,5347.513969117868,0.3499133141568787,False,18,sqrt,5,13,541
RandomForest,2025-11-16T21:21:20.964828,3919.886161066252,5230.938644538097,0.3850427224964419,False,20,log2,6,18,454
RandomForest,2025-11-16T21:21:20.964828,4483.616010450661,5783.89695605795,0.2000920736884889,False,30,,7,15,581
RandomForest,2025-11-16T21:21:20.964828,4177.789550714815,5598.239966924494,0.2778125587471787,True,13,log2,8,20,577
